MonuNum,Run_no,MonuNm,Type,Comp_sheet,TOPO,Gauss_Lo,LO,Y_Gauss,Y_LO,X_Gauss,X_LO,MSL_Hgt,H_acc,LatCD,LonCD,P_acc,CM_UTM,UTMCM,E_UTM,Y_UTM,N_UTM,X_UTM,Lat_WGS84,Lon_WGS84,P84_acc,EllpHgt,H84_acc,Geoid_Sep,Src_Geoid,PedHgt,PillHgt,TopSignal,BotSignal,Establ,Date_Revisions,Observed,Computed,Last_insp,Destroy,DegSqr,Invest,Check,Remark,Intervisibility,AREA_NM,Township,Reported_by
1/NRT,, Westlands,TERT,PP3812,1528A4,29,,75743.4,,1687544.99,,1241.2,,151529.916,281741.704,,27,,639058.06,,8312839.04,,0,0,,0,,,,,,,,,,,,,,1528,False,False,,,Zambia,,
1/P,,Gasikani,PRIM,TS0404,1730A1,31,,82173.34,,1894016.19,,1470.1,,170726.028,301340.239,,33,,205014.96,,8104802.06,,0,0,,0,,,,0.15,1.2,0.895,0.438,,,,,1990-09-04 00:00:00,,1730,False,False,SEC Signal,,Lions Den,,
1/Q,,D.R.Church,QUART,TR9227,1731C3,31,,-4832.85,,1971620.31,,1500.5,,174935.802,310244.118,,33,,292862.04,,8028087.1,,0,0,,0,,,,,,,,,,,,,,1731,False,False,Centre of ball,,Harare,,
1/S,,Iron Mask,SEC,TR9874,1731A3,31,,-10668.8,,1924967.35,,1614.1,,172418.115,310601.461,,33,,298205.3,,8074804.55,,0,0,,0,,,,0.15,1.2,0.898,0.444,,,,,1995-04-06 00:00:00,,1731,False,False,,,Glendale,,
10/NRT,,Olympia,TERT,PN4098,1528A4,29,,74175.62,,1702206.59,,1282.7,,152327.091,281832.675,,27,,640490.18,,8298166.94,,0,0,,0,,,,,,,,,,,,,,1528,False,False,,,Zambia,,
10/P,,Copper King,PRIM,QL3853,1729C2,29,0,-27661.63,0,1945633.79,0,914.9,,173529.872,291538.135,,27,0,739913.73,0,8053732.52,0,0,0,,0,,0,,0.15,1.2,0.92,0.46,,,,,1991-06-16 00:00:00,,1729,False,False,SEC Signal,,Sanyati,,
10/Q,,Dutch Reformed,QUART,RK0870,1829B4,29,,-97533.65,,2028401.18,,1167.5,,182014.769,295521.618,,27,,808923.18,,7970176.77,,0,0,,0,,,,,,,,,,,,,,1829,False,False,Final,,Kadoma,,
10/S,,Makori,SEC,US0600,1731A1,31,,-18959.6,,1899848.92,,1418.1,,171040.796,311041.567,,33,,306235.61,,8100009.72,,0,0,,0,,,,0.15,1.2,1.075,0.617,,,,,1990-10-23 00:00:00,,1731,False,False,,,Mvurwi,,
100/NRS,,Mamobiro,SEC,PN5090,1528A4,29,,63746.92,,1709522.72,,1342.6,,152726.131,282421.689,,27,,650848.46,,8290755.75,,0,0,,0,,,,,,,,,,,,,,1528,False,False,,,Zambia,,
100/P,,Chinyamsese,PRIM,VP0469,1932A3,33,,95310.05,,2131550.89,,1193.9,,191609.736,320536.185,,33,,404728.07,,7869301.73,,0,0,,0,,,,0.15,1.2,0.93,0.475,,,,,1997-06-18 00:00:00,,1932,False,False,Pedestal name CHINAMSESE. SEC SIGNAL,,Mutare,,
100/Q,,Carbide,QUART,QK9806,1829D4,29,,-87888.82,,2092089.13,,1220.1,,185447.6,295003.266,,27,,798561.62,,7906560.08,,0,0,,0,,,,0.305,1.21,0.918,0.463,1977-09-01 00:00:00,,,,,,1829,False,False,Height of top of signal,"395/S, 99/Q, 64/T, 163/T,386/T, 165/T.",Kwekwe,,
100/S,,Shonikanu,SEC,RH1883,2030A1,29,,-109092.99,,2215114.75,,1203.7,,200124.502,300233.252,,27,,818344.49,,7783214.96,,0,0,,0,,,,0.15,1.2,0.92,0.46,,,,,1994-10-21 00:00:00,,2030,False,False,,,Zvishavane,,
100/T,,Stamford W,TERT,TR7833,1730D4,31,,9733.48,,1964755.94,,1479.8,,174552.451,305429.576,,33,,278220.81,,8034796.75,,0,0,,0,,,,0.15,1.2,0.92,0.461,,,,,1994-05-20 00:00:00,,1730,False,False,,,Harare,,
1000/S,,Madanga,SEC,VP5064,1932B3,33,,49587.65,,2136834.31,,1041.1,,191907.471,323141.362,,33,,450432.18,,7864020.42,,0,0,,0,,,,0.9,1.2,0.934,0.479,,,,,1988-11-14 00:00:00,,1932,False,False,,,Mutare,,
1001/S,,Greendale Tank,SEC,UR0229,1731C3,31,,-14429.66,,1970064.79,,1585.3,,174845.051,310809.977,,33,,302442.69,,8029745.25,,0,0,,0,,,,,1.2,,,,,,,1973-01-01 00:00:00,,1731,False,False,On top of water tower,,Harare,,
1002/S,,Portland,SEC,UR0827,1731C3,31,,-21016.62,,1970881.13,,1625.3,,174911.414,311153.674,,33,,309038.41,,8028999.27,,0,0,,0,,,,,,,,,,,,1967-01-01 00:00:00,,1731,True,False,Height to top of cement base.,,Harare,,
1003/S,,Chipindaumwe,SEC,VP6060,1932B3,33,,39006.77,,2140526.07,,1228.5,,192108.377,323743.535,,33,,461008.83,,7860330.14,,0,0,,0,,,,0.15,1.2,,,,,,,1984-01-01 00:00:00,,1932,True,False,,,Mutare,,
1004/S,,Binga,SEC,VP7863,1932B4,33,,21864.42,,2137463.39,,1985.2,,191929.701,324730.995,,33,,478144.33,,7863391.6,,0,0,,0,,,,0.15,1.2,0.932,0.476,,,,,1984-10-09 00:00:00,,1932,False,False,,,Mutare,,
1005/S,,Nyamanda,SEC,VP6668,1932B3,33,,32124.59,,2132489.39,,1407.8,,191647.434,324139.818,,33,,467888.26,,7868363.61,,0,0,,0,,,,0.15,1.2,0.912,0.451,,,,,1984-10-09 00:00:00,,1932,False,False,Beacon was rebuilt,,Mutare,,
1006/S,,Dandanzara,SEC,VP4044,1932A4,33,,59132.72,,2156549.65,,993.1,,192947.727,322612.197,,33,,440890.93,,7844312.97,,0,0,,0,,,,0.15,1.2,0.942,0.485,,,,,1984-10-18 00:00:00,,1932,False,False,,,Mutare,,
1007/S,,Chipindurwe,SEC,VP2639,1932C2,33,,72993.8,,2161085.26,,1158.6,,193213.577,321816.26,,33,,427035.39,,7839779.17,,0,0,,0,,,,0.15,1.2,0.93,0.475,,,,,1997-09-11 00:00:00,,1932,False,False,,,Nyanyadzi,,
1008/S,,Maonga,SEC,VP3832,1932C2,33,,60543.86,,2167899.41,,1005.2,,193556.686,322522.496,,33,,439480.36,,7832967.75,,0,0,,0,,,,1.5,1.2,0.93,0.47,,,,,1997-09-12 00:00:00,,1932,False,False,,,Nyanyadzi,,
1009/S,,Denda,SEC,VP7272,1932B2,33,,26033.22,,2128713.77,,1317.7,,191444.952,324508.614,,33,,473977.19,,7872137.72,,0,0,,0,,,,0.15,1.2,0.93,0.47,,,,,1984-10-10 00:00:00,,1932,False,False,,,Mutare,,
101/NRP,,Kaulashishi,PRIM,QP9802,1529B4,29,,-83529.71,,1695923.6,,1420,,152001.645,294640.218,,27,,798277.65,,8302991.49,,0,0,,0,,,,,,,,,,,,,,1529,False,False,Ht to ground level,,Zambia,,
101/P,,Harare,PRIM,TR9225,1731C3,31,,-4065.67,,1973032.29,,1539.8,,175021.738,310218.076,,33,,292109.9,,8026666.81,,0,0,,0,,,,2.1,1.2,,,,,,,1987-03-06 00:00:00,,1731,True,False,"SEC Signal, line to 4/T blocked.Line to 76/T blocked by pine trees",,Harare,,
101/Q,,Mbizo Mast,QUART,QK9806,1829D4,29,,-89069.22,,2092224.13,,1231.3,,185451.808,295043.621,,27,,799741.13,,7906411.63,,0,0,,0,,,,,,,,,,,,,,1829,False,False,Height of top of signal,,Kwekwe,,
101/S,,Zimeenya,SEC,RH2471,2030A1,29,,-115425.17,,2226844.68,,973.2,,200744.582,300613.745,,27,,824539.95,,7771401.37,,0,0,,0,,,,0.15,1.2,0.855,0.399,,,,,1994-10-05 00:00:00,,2030,False,False,,,Zvishavane,,
101/T,,Tank,TERT,TR8035,1730D2,31,,6407.32,,1962857.58,,1482.2,,174450.742,305622.51,,33,,281527.22,,8036730.81,,0,0,,0,,,,0.15,1.2,0.913,0.453,,,,,1956-01-01 00:00:00,,1730,False,False,R/WAY W/TANK.TOP OF S/VANE. line to 76/T blocked by pine trees,,Harare,,
1010/S,,Chesumva,SEC,VP8474,1932B2,33,,15617.04,,2126599.64,,1340.8,,191336.578,325105.328,,33,,484389.21,,7874251,,0,0,,0,,,,0.15,1.2,0.923,0.467,,,,,1984-10-11 00:00:00,,1932,False,False,,,Mutare,,
1011/S,,Bomponi,SEC,VP8687,1932B2,33,,12123.48,,2113036.2,,1168.6,,190615.521,325305.241,,33,,487881.37,,7887809.01,,0,0,,0,,,,0.9,1.2,,,,,,,1972-01-01 00:00:00,,1932,True,False,,,Mutare,,
1012/S,,Chisango,SEC,VP8097,1932B2,33,,18921.62,,2102910.64,,1316.7,,190046.004,324913.024,,33,,481085.95,,7897930.52,,0,0,,0,,,,0.3,1.2,0.925,0.47,,,,,1982-04-29 00:00:00,,1932,False,False,,,Mutare,,
1013/S,,Rimiti,SEC,VP5450,1932B3,33,,45349.63,,2149969.31,,1208.2,,192615.018,323405.408,,33,,454668.51,,7850890.67,,0,0,,0,,,,0.15,1.2,0.925,0.47,,,,,1988-11-10 00:00:00,,1932,False,False,,,Mutare,,
1014/S,,MUTSAGO,SEC,VP6036,1932D1,33,,39010.91,,2164654.51,,1230.3,,193413.099,323741.606,,33,,461004.69,,7836211.35,,0,0,,0,,,,0.9,1.2,0.933,0.477,,,,,1988-11-02 00:00:00,,1932,False,False,,,Nyanyadzi,,
1015/S,,CHITSATSA,SEC,VP7051,1932B3,33,,28543.44,,2149847.85,,1936.9,,192612.185,324341.527,,33,,471467.98,,7851012.08,,0,0,,0,,,,0.15,1.2,0.925,0.466,,,,,1984-09-16 00:00:00,,1932,False,False,,,Mutare,,
1016/S,,UNITY,SEC,VP7644,1932B4,33,,23932.66,,2156414.79,,2062.9,,192945.98,324619.286,,33,,476076.92,,7844447.77,,0,0,,0,,,,0.15,1.2,0.93,0.47,,,,,1984-09-17 00:00:00,,1932,False,False,,,Mutare,,
1017/S,,GUUNHE,SEC,VP7037,1932D1,33,,28722.12,,2163423.28,,1669.2,,193333.688,324334.66,,33,,471289.37,,7837442.08,,0,0,,0,,,,0.15,1.2,0.929,0.474,,,,,1988-11-05 00:00:00,,1932,False,False,,,Nyanyadzi,,
1018/S,,USUNZANVURA,SEC,VP5037,1932D1,33,,49024.97,,2163204.05,,770.9,,193325.129,323158.185,,33,,450994.64,,7837661.23,,0,0,,0,,,,0.15,1.2,0.92,0.465,,,,,1988-10-09 00:00:00,,1932,False,False,,,Nyanyadzi,,
1019/S,,CHITEMAMURO,SEC,VP8231,1932D2,33,,18004.5,,2168962.95,,1849.6,,193634.307,324942.146,,33,,482002.7,,7831904.63,,0,0,,0,,,,0.15,1.2,0.926,0.471,,,,,1988-11-01 00:00:00,,1932,False,False,Tower built on N.E. side,,Chimanimani,,
102/P,,Nyamroro,PRIM,QL0632,1728D4,29,0,4469.05,0,1967413.11,0,1171.2,,174718.948,285728.268,,27,0,707546.72,0,8032290.71,0,0,0,,0,,0,,0.15,1.2,0.925,0.47,,,,,1991-07-17 00:00:00,,1728,False,False,SEC Signal,,Gokwe,,
102/Q,,MSASA MAST,QUART,QK9803,1829D4,29,,-88512.31,,2095014.66,,1279.7,,185622.648,295025.045,,27,,799152.27,,7903625.89,,0,0,,0,,,,,,,,,,,,,,1829,False,False,Height of top of aerial,,Kwekwe,,
102/S,,LUNDI,SEC,RH3060,2030A1,29,,-121749.01,,2237894.44,,944.1,,201342.453,300954.091,,27,,830734.77,,7760267.8,,0,0,,0,,,,0.15,1.2,0.926,0.46,,,,,1994-10-04 00:00:00,,2030,False,False,,,Zvishavane,,
102/T,,Hogarty,TERT,UR0041,1731C1,31,,-12238.87,,1957064.9,,1579.7,,174142.22,310655.315,,33,,300113.41,,8042722.19,,0,0,,0,,,,0.15,1.215,0.928,0.473,,,,,2001-03-02 00:00:00,,1731,False,False,"lines to 106/T, 97/T, 124/T, 99/T,152/T/235/s? Blocked",20/P,Harare,,
1020/S,,MUKWEMEPO,SEC,VP7029,1932D1,33,,28660.44,,2171417.5,,1852.9,,193753.683,324336.337,,33,,471351.02,,7829451.07,,0,0,,0,,,,0.15,1.2,0.929,0.473,,,,,1988-11-04 00:00:00,,1932,False,False,,,Nyanyadzi,,
1021/S,,MAHWE MASHWA,SEC,VP6217,1932D1,33,,36027.17,,2183332.08,,1281.2,,194420.737,323922.678,,33,,463987.24,,7817541.25,,0,0,,0,,,,0.15,1.2,0.925,0.47,,,,,1988-10-19 00:00:00,,1932,False,False,,,Nyanyadzi,,
1022/S,,DZIKE,SEC,VP5410,1932D3,33,,45627.16,,2190060.86,,1526.1,,194758.849,323352.387,,33,,454391.09,,7810815.17,,0,0,,0,,,,0.9,1.2,0.928,0.472,,,,,1988-11-07 00:00:00,,1932,False,False,,,Chimanimani,,
1023/S,,CHISAZURWI,SEC,VP6229,1932D1,33,,37617.48,,2171010.33,,1203,,193739.902,323828.953,,33,,462397.56,,7829858.07,,0,0,,0,,,,0.15,1.2,0.923,0.467,,,,,1988-10-16 00:00:00,,1932,False,False,,,Nyanyadzi,,
1025/S,,NYANYADZI,SEC,VP4018,1932C2,33,,58806.21,,2182447.93,,706.6,,194350.008,322620.475,,33,,441217.31,,7818425.05,,0,0,,0,,,,0.6,1.2,0.925,0.46,,,,,1997-10-06 00:00:00,,1932,False,False,,,Nyanyadzi,,
1026/S,,MAKURA,SEC,VP4407,1932C4,33,,55895.51,,2193068.68,,1174.7,,194935.709,322759.281,,33,,444126.84,,7807808.55,,0,0,,0,,,,0.15,1.2,0.923,0.465,,,,,1995-06-16 00:00:00,,1932,False,False,,,Birchenough Bridge,,
1027/S,,NJOWE,SEC,VN4297,1932C4,33,,56727.17,,2203744.27,,939.4,,195522.798,322729.525,,33,,443295.52,,7797137.22,,0,0,,0,,,,0.4,1.2,0.915,0.459,,,,,1995-05-31 00:00:00,,1932,False,False,,,Birchenough Bridge,,
103/P,,MANANA,PRIM,UQ2889,1831A2,31,,-39636.08,,2010772.79,,1610.8,,181048.08,312228.675,,33,,328087.09,,7989310.99,,0,0,,0,,,,1.8,1.2,0.922,0.464,,,,,1989-09-17 00:00:00,,1831,False,False,SEC Signal,,Bromely,,
103/Q,,WATER TOWER,QUART,RF0841,2229B2,29,,-102875.43,,2456382.36,,511,,221209.888,295951.424,,27,,809084.17,,7541881.26,,0,0,,0,,,,0.15,1.2,,,,,,,,,2229,False,False,TOP OF AIR VENT,,Beitbridge,,
103/T,,Ballamona,TERT,UR0245,1731C1,31,,-15565,,1952983.02,,1540,,173929.363,310848.076,,33,,303396.35,,8046839.45,,0,0,,0,,,,2.9,1.2,0.922,0.465,,,,,1991-02-07 00:00:00,,1731,False,False,Line to 124/T blocked by gumtrees(04/06/01),,Harare,,
1031/S,,MATOPOS FARM,SEC,PH5647,2028B3,29,,51550.42,,2252638,,1445,,202153.325,283022.525,,27,,657213.81,,7747621.06,,0,0,,0,,,,0.3,1.2,0.92,0.463,,,,,1998-09-20 00:00:00,,2028,True,False,,,Bulawayo,,
1032/S,,NIL DESPERANDUM,SEC,PH7245,2028B3,29,,36471.52,,2254893.26,,1469.1,,202307.92,283902.277,,27,,672262.86,,7745182.9,,0,0,,0,,,,0.15,1.2,0.931,0.475,,,,,1998-09-23 00:00:00,,2028,False,False,Name on Pedestal -Desperang,,Bulawayo,,
1033/S,,PATA,SEC,PH9433,2028B4,29,,14343.66,,2266364.58,,1541.6,,202922.029,285145.023,,27,,694249.38,,7733442.57,,0,0,,0,,,,0.15,1.2,0.925,0.467,,,,,1998-09-12 00:00:00,,2028,False,False,,,Bulawayo,,
1034/S,,SEKWANA,SEC,QH0033,2028B4,29,,8179.06,,2266308.83,,1424.6,,202920.348,285517.754,,27,,700414.69,,7733422.98,,0,0,,0,,,,0.3,1.2,0.915,0.461,,,,,1998-08-19 00:00:00,,2028,False,False,,,Bulawayo,,
1035/S,,SINKUKWE,SEC,QH1220,2029C1,29,,-4978.38,,2279244.72,,1176.1,,203621.055,290251.926,,27,,713414.28,,7720325.11,,0,0,,0,,,,0.15,1.2,0.922,0.466,,,,,1998-08-04 00:00:00,,2029,False,False,,,Filabusi,,
1036/S,,MATONGA,SEC,VQ4073,1826A4,27,,58060.67,,2027415.98,,897.1,,181947.913,262702.719,,27,,441962.56,,7973394.99,,0,0,,0,,,,0.5,1.2,0.915,0.46,,,,,1997-06-23 00:00:00,,1826,False,False,,,Hwange,,
1037/S,,FIFI,SEC,PH5635,2028A4,29,,52467.27,,2264790.93,,1499.2,,202828.43,282949.63,,27,,656149.15,,7735481.79,,0,0,,0,,,,0.3,1.2,0.935,0.479,,,,,1990-05-02 00:00:00,,2028,False,False,,,Bulawayo,,
1038/S,,NTABA NYAMA,SEC,PH4439,2028A4,29,,62969.55,,2260694.59,,1456.6,,202614.073,282347.785,,27,,645699.3,,7739705.28,,0,0,,0,,,,0.15,1.2,0.932,0.481,,,,,1990-05-09 00:00:00,,2028,False,False,,,Bulawayo,,
1039/S,,UMNEGWANE,SEC,PH2850,2028A3,27,,-128256.09,,2249972.71,,1414.2,,202013.625,281341.305,,27,,628204.78,,7750927.28,,0,0,,0,,,,0.15,1.2,0.94,0.478,,,,,1985-01-30 00:00:00,,2028,False,False,,,Bulawayo,,
104/NRP,,Chakweva,PRIM,RP3024,1530A1,29,,-116879.89,,1674398.82,,785,,150816.739,300514.514,,27,,831847.71,,8324224,,0,0,,0,,,,,,,,,,,,,,1530,False,False,Ht to ground level,,Zambia,,
104/P,,REQUEZA,PRIM,TP4252,1930B3,31,,46608.57,,2146584.14,,1473.1,,192424.819,303322.551,,33,,243361.58,,7852515.13,,0,0,,0,,,,1.8,1.2,0.939,0.48,,,,,1991-08-13 00:00:00,,1930,False,False,SEC SIGNAL,,Mvuma,,
104/Q,,MOSQUE,QUART,QK9405,1829D4,29,,-84936.61,,2093333.61,,,,185528.519,294822.587,,27,,795593.72,,7905348.4,,0,0,,0,,,,,,,,,,,,,,1829,False,False,Finial,,Kwekwe,,
104/S,,MASHEJA,SEC,TN1635,2030A4,31,,73564.77,,2263229.38,,1011.2,,202735.124,301741.933,,33,,217784.89,,7735504.19,,0,0,,0,,,,0.15,1.2,0.93,0.473,,,,,1988-05-04 00:00:00,,2030,False,False,,,Chivi,,
104/T,,Chirika,TERT,UR0643,1731C1,31,,-19185.16,,1956036.38,,1529.3,,174108.586,311050.997,,33,,307048.92,,8043824.44,,0,0,,0,,,,1.2,1.2,0.925,0.468,,,,,1991-02-28 00:00:00,,1731,False,False,Ladder stolen.,,Harare,,
1040/S,,GOBANI,SEC,PH2857,2028A3,27,,-128481.22,,2242983.21,,1358.1,,201626.323,281347.27,,27,,628429.82,,7757913.98,,0,0,,0,,,,0.15,1.2,,,,,,,1964-01-01 00:00:00,,2028,True,False,,,Bulawayo,,
1041/S,,Pendennis,SEC,PH3862,2028A2,29,0,70502.94,0,2237750.78,0,1361.9,,201347.033,281931.163,,27,0,638446.28,0,7762734.06,0,0,0,,0,,0,,0.15,1.2,0.92,0.463,,,,,1997-03-17 00:00:00,,2028,False,False,,,Bulawayo,,
1042/S,,SEKWA,SEC,PH4028,2028C2,29,,67512.95,,2271928.29,,1467.9,,203218.802,282109.53,,27,,641019.9,,7728530.16,,0,0,,0,,,,0.15,1.2,0.935,0.478,,,,,1990-07-05 00:00:00,,2028,False,False,,,Bulawayo,,
1043/S,,SILORZI,SEC,PH6417,2028D1,29,,42812.94,,2282755.23,,1477.4,,203813.478,283521.182,,27,,665581.52,,7717402.45,,0,0,,0,,,,0.15,,,,,,,,1990-05-22 00:00:00,,2028,False,False,Beacon was Removed/Destroyed,,Bulawayo,,
1044/S,,SIVUMI,SEC,PG5497,2028C4,29,,54142.2,,2302915.31,,1129.9,,204907.976,282847.628,,27,,654005.33,,7697386.16,,0,0,,0,,,,0.15,1.2,0.932,0.475,,,,,1990-06-10 00:00:00,,2028,False,False,,,Bulawayo,,
1045/S,,ALALIE,SEC,PH5212,2028C2,29,,54861.06,,2287969.26,,1265.7,,204101.897,282824.452,,27,,653471.48,,7712337.8,,0,0,,0,,,,0.8,1.2,0.925,0.468,,,,,1990-06-11 00:00:00,,2028,False,False,,,Bulawayo,,
1046/S,,BULALIE,SEC,PH5021,2028C2,29,,58143.46,,2278769.72,,1431.3,,203602.394,282632.134,,27,,650303.04,,7721575.61,,0,0,,0,,,,0.15,1.2,0.93,0.473,,,,,1990-07-06 00:00:00,,2028,False,False,,,Bulawayo,,
1047/S,,BUNTULI,SEC,PH6810,2028D1,29,,38325.68,,2289121.85,,1158.5,,204140.859,283755.678,,27,,669989.68,,7710981.48,,0,0,,0,,,,0.15,1.2,0.937,0.483,,,,,1990-06-11 00:00:00,,2028,False,False,,,Bulawayo,,
1048/S,,SHULUGWE,SEC,PH8015,2028D1,29,,26463.95,,2284288.93,,1353,,203904.439,284445.811,,27,,681909.71,,7715667.69,,0,0,,0,,,,0.15,1.2,0.92,0.462,,,,,1990-05-23 00:00:00,,2028,False,False,,,Bulawayo,,
1049/S,,SIBUMBUMBI,SEC,PH8203,2028D4,29,,25554.11,,2296220.14,,1115.9,,204532.469,284516.616,,27,,682672.2,,7703726.14,,0,0,,0,,,,0.3,1.2,0.96,0.5,,,,,1995-05-22 00:00:00,,2028,False,False,,,Bulawayo,,
105/P,,Banganyemba,PRIM,TR5414,1730D3,31,,34029.83,,1984892.81,,1496.7,,175646.606,304043.614,,33,,254134.98,,8014395.36,,0,0,,0,,,,4.6,1.2,0.92,0.46,,,,,1997-03-10 00:00:00,,1730,False,False,SEC Signal,,Norton,,
105/Q,0,M.W MARANDELLAS,QUART,UQ4689,1831B1,31,0,-58701.1,0,2010837.38,0,1749.1,,181048.611,313317.378,,33,0,347149.71,0,7989454.06,0,0,0,,0,,0,,0.15,1.2,0,0,,,,,,,1831,True,False,,,Marondera,,
105/S,,GOWA,SEC,TN1254,2030A4,31,,77325.16,,2243781.19,,927.4,,201702.181,301535.221,,33,,213786.14,,7754915.45,,0,0,,0,,,,0.15,1.2,0.928,0.464,,,,,1988-04-20 00:00:00,,2030,False,False,,,Chivi,,
105/T,,Mashere,TERT,UR1441,1731C2,31,,-26719.7,,1956976.1,,1389.4,,174138.873,311506.703,,33,,314593.27,,8042964.67,,0,0,,0,,,,0.15,1.2,0.925,0.47,,,,,1986-10-10 00:00:00,,1731,False,False,,,Harare,,
1050/S,,NYIYABULALA,SEC,PG7098,2028D3,29,,37914.96,,2301485.82,,1077.3,,204822.94,283808.908,,27,,670247.42,,7698614.13,,0,0,,0,,,,0.3,1.2,0.922,0.465,,,,,1990-06-15 00:00:00,,2028,False,False,,,Bulawayo,,
1051/S,,VUMBAMGWE,SEC,PG7871,2128B1,29,,29765.97,,2328677.4,,1057.6,,210307.676,284249.016,,27,,678056.34,,7671324.1,,0,0,,0,,,,0.15,1.2,0.92,0.47,,,,,1995-06-12 00:00:00,,2128,False,False,,,Gwanda,,
1052/S,,LUPATE,SEC,PH9408,2028D2,29,,13811.04,,2290823.91,,1168,,204237.438,285202.716,,27,,694481.49,,7708976.97,,0,0,,0,,,,0.15,1.2,0.91,0.456,,,,,1995-05-21 00:00:00,,2028,False,False,,,Bulawayo,,
1053/S,,SHOUNKWE,SEC,PG9693,2028D4,29,,11694.25,,2306357.97,,1168,,205102.633,285315.495,,27,,696405.82,,7693416.79,,0,0,,0,,,,0.8,1.2,0.93,0.47,,,,,1995-05-13 00:00:00,,2028,False,False,,,Bulawayo,,
1054/S,,SIZEZE,SEC,PG9084,2028D4,29,,17067.89,,2314946.07,,1195.5,,205541.75,285009.317,,27,,690925.34,,7684895.74,,0,0,,0,,,,0.3,1.2,0.92,0.47,,,,,1995-06-06 00:00:00,,2028,False,False,,,Bulawayo,,
1055/S,,SHUKWE,SEC,PG7082,2028D3,29,,36113.7,,2317545.84,,1137.2,,205705.301,283909.994,,27,,671848.61,,7682533.83,,0,0,,0,,,,0.3,1.2,0.94,0.475,,,,,1973-08-30 00:00:00,,2028,False,False,,,Bulawayo,,
1056/S,,Gelele,SEC,PH4615,2028C2,29,0,61510.88,0,2285354.9,0,1425.8,,203936.14,282435.026,,27,0,646855.47,0,7715033.48,0,0,0,,0,,0,,0.15,1.2,,,,,,,,,2028,False,False,Destroyed,,Bulawayo,,
1057/S,,SIBALI,SEC,PG6086,2028D3,29,,47361.63,,2313547.39,,1252.1,,205454.368,283241.07,,27,,660652.33,,7686671.94,,0,0,,0,,,,0.15,1.2,0.91,0.453,,,,,1990-06-14 00:00:00,,2028,False,False,,,Bulawayo,,
1058/S,,ADHLANA,SEC,PG5477,2028C4,29,,52383.11,,2322928.95,,1074.6,,205958.936,282946.288,,27,,655514.72,,7677354.95,,0,0,,0,,,,0.3,1.2,0.925,0.467,,,,,1990-04-13 00:00:00,,2028,False,False,,,Bulawayo,,
1059/S,,ALICEDALE,SEC,PG5471,2128A2,29,,52593.83,,2328970.89,,1073.9,,210315.375,282938.329,,27,,655228.38,,7671316.94,,0,0,,0,,,,0.5,1.2,0.93,0.475,,,,,1990-07-03 00:00:00,,2128,False,False,,,Gwanda,,
106/P,,Glebe,PRIM,UR2018,1731C4,31,,-32316.14,,1981201.06,,1614.5,,175446.613,311817.947,,33,,320448,,8018800.82,,0,0,,0,,,,0.15,1.2,0.925,0.467,,,,,1989-07-16 00:00:00,,1731,False,False,SEC Signal,,Ruwa,,
106/S,,JENYA,SEC,TN1472,2030A2,31,,76003.24,,2226109.34,,1125.7,,200727.718,301623.443,,33,,214895.32,,7772611.45,,0,0,,0,,,,0.15,1.2,0.925,0.462,,,,,1997-09-05 00:00:00,,2030,False,False,,,Mashava,,
106/T,,Quinnington,TERT,UR0039,1731C1,31,,-12977.25,,1959171.69,,1579.9,,174250.738,310720.418,,33,,300874.19,,8040623.17,,0,0,,0,,,,5.2,1.2,0.93,0.473,,,,,2001-05-31 00:00:00,,1731,False,False,All lines  Blocked by gum and pine trees,,Harare,,
1060/S,,GWANGWAZILA,SEC,PH6239,2028B3,29,,44708.53,,2260311.22,,1515.2,,202603.473,283417.741,,27,,663961.08,,7739866.01,,0,0,,0,,,,0.15,1.22,0.92,0.468,,,,,1998-09-18 00:00:00,,2028,False,False,,,Bulawayo,,
1061/S,,LINGWE,SEC,PG4658,2128A2,29,,59795.76,,2341697.61,,1022.9,,211008.398,282527.293,,27,,647868.13,,7658683.75,,0,0,,0,,,,0.15,1.2,0.925,0.469,,,,,1990-07-07 00:00:00,,2128,False,False,,,Gwanda,,
1062/S,,BELABGHWE,SEC,PG4472,2128A2,29,,63307.84,,2327648.29,,1120,,210231.153,282327.422,,27,,644533.54,,7672773.53,,0,0,,0,,,,0.3,1.2,0.915,0.458,,,,,1990-07-02 00:00:00,,2128,False,False,,,Gwanda,,
1063/S,,DONKWE DONKWE,SEC,PG4285,2028C4,29,,64471.15,,2314638.06,,1078.6,,205527.969,282248.879,,27,,643533.16,,7685794.76,,0,0,,0,,,,0.3,1.2,0.925,0.466,,,,,1990-06-06 00:00:00,,2028,False,False,,,Bulawayo,,
1064/S,,Silonkwe,SEC,PG3291,2028C4,29,0,75379.11,0,2309284.88,0,1105.3,,205232.421,281632.25,,27,0,632695.15,0,7691282.14,0,0,0,,0,,0,,0.8,1.2,0.92,0.465,,,,,1990-06-06 00:00:00,,2028,False,False,,,Bulawayo,,
1065/S,,Manyane,SEC,PG4297,2028C4,29,0,66140.73,0,2303104.2,0,1164.9,,204912.72,282152.681,,27,0,642007.47,0,7697346.18,0,0,0,,0,,0,,0.3,1.2,0.925,0.47,,,,,1990-06-07 00:00:00,,2028,False,False,,,Bulawayo,,
