MonuNum,Run_no,MonuNm,Type,Comp_sheet,TOPO,Gauss_Lo,LO,Y_Gauss,Y_LO,X_Gauss,X_LO,MSL_Hgt,H_acc,LatCD,LonCD,P_acc,CM_UTM,UTMCM,E_UTM,Y_UTM,N_UTM,X_UTM,Lat_WGS84,Lon_WGS84,P84_acc,EllpHgt,H84_acc,Geoid_Sep,Src_Geoid,PedHgt,PillHgt,TopSignal,BotSignal,Establ,Date_Revisions,Observed,Computed,Last_insp,Destroy,DegSqr,Invest,Check,Remark,Intervisibility,AREA_NM,Township,Reported_by
TSM312,312,Muhatcha,TSM,TR9637,1731C1,31,,-8762.27,,1962611.32,,1527.4,,174442.702,310457.423,,33,,296695.61,,8037138.58,,0,0,,0,,0,,0,0,0,0,,1975-10-01 00:00:00,,,,,1731,False,False,,,Harare,,
TSM3120,3120,,TSM,PH6671,2028B1,29,,41206.26,,2229123.95,,1349,,200909.562,283621.119,,27,,667840.41,,7771006.02,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3121,3121,,TSM,PH6670,2028B1,29,,41276.45,,2229398.21,,1351.68,,200918.476,283618.68,,27,,667766.93,,7770732.63,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3122,3122,,TSM,PH6670,2028B1,29,,41359.28,,2229703.24,,1354.98,,200928.389,283615.803,,27,,667680.45,,7770428.65,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3123,3123,,TSM,PH6670,2028B1,29,0,41427.49,0,2229959.44,0,1358.75,,200936.716,283613.433,,27,0,667609.16,0,7770173.3,0,0,0,,0,,0,,0,0,0,0,,,,,,,2028,True,False,,,Bulawayo,,
TSM3124,3124,,TSM,PH6670,2028B1,29,,41467.19,,2230117.57,,1359.3,,200941.855,283612.053,,27,,667567.57,,7770015.68,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3125,3125,,TSM,PH6669,2028B1,29,,41540.01,,2230385.36,,1359.9,,200950.558,283609.523,,27,,667491.53,,7769748.8,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3126,3126,,TSM,PH6669,2028B1,29,,41612.2,,2230657.91,,1361.87,,200959.415,283607.015,,27,,667416.08,,7769477.16,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3127,3127,,TSM,PH6669,2028B1,29,,41685.11,,2230931.39,,1361.38,,201008.303,283604.482,,27,,667339.89,,7769204.6,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3128,3128,,TSM,PH6871,2028B1,29,,40904.6,,2228630.97,,1345.2,,200853.554,283631.546,,27,,668147.96,,7771495.29,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3129,3129,,TSM,PH6871,2028B1,29,,40980.79,,2228919.2,,1347.66,,200902.921,283628.9,,27,,668068.31,,7771208.02,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM313,313,Elgon,TSM,TR9821,1731C3,31,,-10287.6,,1977671.55,,,,175252.575,310549.463,,33,,298381.9,,8022093.9,,0,0,,0,,0,,0,0,0,0,,1975-10-01 00:00:00,,,,,1731,False,False,Renamed HaRM83,,Harare,,
TSM3130,3130,,TSM,PH6670,2028B1,29,,41046.27,,2229165.92,,1350.06,,200910.94,283626.625,,27,,667999.88,,7770962.12,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3131,3131,,TSM,PH6670,2028B1,29,,41118.34,,2229441.71,,1352.44,,200919.903,283624.121,,27,,667924.5,,7770687.24,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3132,3132,,TSM,PH6670,2028B1,29,,41199.94,,2229745.23,,1355.91,,200929.767,283621.286,,27,,667839.26,,7770384.75,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3133,3133,,TSM,PH6669,2028B1,29,,41310.12,,2230159.88,,1360.36,,200943.243,283617.458,,27,,667724.1,,7769971.49,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3134,3134,,TSM,PH6669,2028B1,29,,41381.48,,2230429.98,,1362.39,,200952.021,283614.979,,27,,667649.5,,7769702.28,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3135,3135,,TSM,PH6669,2028B1,29,,41454.26,,2230703.56,,1363.46,,201000.912,283612.45,,27,,667573.44,,7769429.61,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3136,3136,,TSM,PH6669,2028B1,29,,41526.14,,2230974.97,,1363.28,,201009.733,283609.952,,27,,667498.31,,7769159.11,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3137,3137,,TSM,PH6871,2028B1,29,,40587.92,,2228645.32,,1346.23,,200854.045,283642.449,,27,,668464.42,,7771477.13,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3138,3138,,TSM,PH6870,2028B1,29,,40891.12,,2229694.59,,1355.18,,200928.144,283631.924,,27,,668148.64,,7770431.66,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3139,3139,,TSM,PH6870,2028B1,29,,40891.85,,2229744.71,,1355.76,,200929.774,283631.895,,27,,668147.31,,7770381.56,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,Destroyed Sept 1973,,Bulawayo,,
TSM314,314,Race,TSM,TR9027,1731C3,31,,-3565.36,,1971795.42,,,,174941.506,310201.077,,33,,291596.33,,8027898.43,,0,0,,0,,0,,0,0,0,0,,1975-10-01 00:00:00,,,,,1731,False,False,Destroyed,,Harare,,
TSM3140,3140,,TSM,PH6870,2028B1,29,,39957,,2229168.13,,1349.22,,200911.094,283704.132,,27,,669088.96,,7770946.81,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3141,3141,,TSM,PH6871,2028B1,29,,39718.64,,2229020.58,,1343.89,,200906.313,283712.351,,27,,669329.06,,7771091.48,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3142,3142,,TSM,PH6871,2028B1,29,,39189.85,,2228892.98,,1333.46,,200902.203,283730.569,,27,,669859.32,,7771212.7,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3143,3143,,TSM,PH7071,2028B1,29,,37873.16,,2228599.68,,1341.81,,200852.759,283815.928,,27,,671179.36,,7771490.13,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3144,3144,,TSM,PH6465,2028B1,29,,43972.21,,2234684.6,,1404.18,,201210.174,283445.395,,27,,665007.93,,7765479.52,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3145,3145,,TSM,PH6465,2028B1,29,,43339.42,,2234327.56,,1382.46,,201158.615,283507.221,,27,,665644.92,,7765828.88,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3146,3146,,TSM,PH6666,2028B1,29,,41770.4,,2233430.06,,1381.53,,201129.553,283601.338,,27,,667224.52,,7766707.33,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,Destroyed ;Replaced by TSM3220,,Bulawayo,,
TSM3147,3147,,TSM,PH6867,2028B1,29,,39639.93,,2232138.05,,1362.32,,201047.699,283714.816,,27,,669370.24,,7767973.49,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3148,3148,,TSM,PH6871,2028B1,29,,40926.91,,2228779.19,,1346.64,,200858.372,283630.766,,27,,668123.87,,7771347.37,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3149,3149,,TSM,PH6669,2028B1,29,,42412.12,,2230587.3,,1345.36,,200957.056,283539.475,,27,,666617.12,,7769557.39,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM315,315,Eastlea,TSM,TR9427,1731C3,31,,-6697.04,,1971098.17,,,,174918.799,310347.418,,33,,294720.78,,8028629.2,,0,0,,0,,0,,0,0,0,0,,1975-10-01 00:00:00,,,,,1731,False,False,Destroyed,,Harare,,
TSM3150,3150,,TSM,PH6469,2028B1,29,,44082.49,,2230259.17,,1356.12,,200946.25,283441.983,,27,,664950.97,,7769905.57,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3151,3151,,TSM,PH6469,2028B1,29,,44056.45,,2230731.04,,1349.57,,201001.597,283442.839,,27,,664971.32,,7769433.46,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3152,3152,,TSM,PH6469,2028B1,29,,44366.26,,2231038.28,,1355.08,,201011.563,283432.143,,27,,664657.86,,7769130,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3153,3153,,TSM,PH6468,2028B1,29,,44625.54,,2231381.85,,1360.65,,201022.715,283423.184,,27,,664394.49,,7768789.6,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3154,3154,,TSM,PH6468,2028B1,29,,44767.79,,2231566.71,,1362.12,,201028.714,283418.269,,27,,664250.04,,7768606.49,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3155,3155,,TSM,PH6468,2028B1,29,,44969.93,,2231835.57,,1366.61,,201037.441,283411.283,,27,,664044.69,,7768340.1,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3156,3156,,TSM,PH6268,2028B1,29,,45207.8,,2232158.48,,1373.15,,201047.922,283403.063,,27,,663802.97,,7768020.12,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3157,3157,,TSM,PH6267,2028B1,29,,45409.48,,2232492.37,,1378.92,,201058.762,283356.087,,27,,663597.3,,7767688.71,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3158,3158,,TSM,PH6267,2028B1,29,,45599.6,,2232818.06,,1387.21,,201109.338,283349.51,,27,,663403.3,,7767365.36,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3159,3159,,TSM,PH6267,2028B1,29,,45716.33,,2233061.15,,1395.22,,201117.233,283345.468,,27,,663283.65,,7767123.72,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM316,316,Siding,TSM,TR9427,1731C3,31,,-6304.55,,1971968.65,,,,174947.12,310334.1,,33,,294337.57,,8027754.47,,0,0,,0,,0,,0,0,0,0,,1975-10-01 00:00:00,,,,,1731,False,False,,,Harare,,
TSM3160,3160,,TSM,PH6266,2028B1,29,,46006.26,,2233474.6,,1394.89,,201130.653,283335.445,,27,,662988.8,,7766713.83,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3161,3161,,TSM,PH6266,2028B1,29,,46302,,2233662.18,,1398.8,,201136.728,283325.242,,27,,662690.85,,7766529.84,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,Destroyed,,Bulawayo,,
TSM3162,3162,,TSM,PH6266,2028B1,29,,46557.33,,2233818.99,,1398.21,,201141.805,283316.433,,27,,662433.67,,7766376.14,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3163,3163,,TSM,PH6266,2028B1,29,,46747.1,,2234127.81,,1392.55,,201151.831,283309.868,,27,,662240.21,,7766069.67,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3164,3164,,TSM,PH6267,2028B1,29,,45511.7,,2232423.97,,1380.86,,201056.53,283352.573,,27,,663495.93,,7767758.32,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3165,3165,,TSM,PH6267,2028B1,29,,45749.45,,2232259.71,,1377.83,,201051.168,283344.4,,27,,663260.19,,7767925.42,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3166,3166,,TSM,PH6268,2028B1,29,,45390.12,,2231628.71,,1369.62,,201030.678,283356.832,,27,,663627.07,,7768552,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3167,3167,,TSM,PH6268,2028B1,29,,45239.39,,2231713.3,,1375.49,,201033.442,283402.015,,27,,663776.75,,7768465.6,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3168,3168,,TSM,PH6268,2028B1,29,,45226.83,,2231442.97,,1366.25,,201024.652,283402.471,,27,,663792.56,,7768735.74,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3169,3169,,TSM,PH6268,2028B1,29,,45079.9,,2231294.8,,1364.19,,201019.846,283407.545,,27,,663941.25,,7768882.11,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM317,317,Shell,TSM,TR9025,1731C3,31,,-2547.95,,1974211.8,,,,175100.115,310126.537,,33,,290604.69,,8025470.95,,0,0,,0,,0,,0,0,0,0,,1975-10-01 00:00:00,,,,,1731,False,False,Destroyed,,Harare,,
TSM3170,3170,,TSM,PH6469,2028B1,29,,44846.15,,2231068.7,,1360.61,,201012.512,283415.614,,27,,664177.68,,7769105.36,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3171,3171,,TSM,PH6469,2028B1,29,,44732.35,,2230732.19,,1356.14,,201001.579,283419.563,,27,,664295.51,,7769440.44,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3172,3172,,TSM,PH6469,2028B1,29,,44098.44,,2230328.94,,1355.26,,200948.518,283441.428,,27,,664934.17,,7769836,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3173,3173,,TSM,PH6265,2028B1,29,,46257.98,,2234395.06,,1395.7,,201200.565,283326.69,,27,,662726.03,,7765796.57,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3174,3174,,TSM,PH6265,2028B1,29,,45746.88,,2234685.41,,1388.82,,201210.051,283344.268,,27,,663233.54,,7765500.1,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3175,3175,,TSM,PH6265,2028B1,29,,45162.63,,2235033.08,,1403.27,,201221.407,283404.361,,27,,663813.5,,7765145.45,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3176,3176,,TSM,PH6867,2028B1,29,,39208.57,,2232567.06,,1370.1,,201101.683,283729.638,,27,,669796.38,,7767539.34,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3177,3177,,TSM,PH6867,2028B1,29,,40019.56,,2233026.48,,1377.41,,201116.563,283701.671,,27,,668979.96,,7767089.76,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3178,3178,,TSM,PH6866,2028B1,29,,40655.24,,2233405.67,,1369.01,,201128.846,283639.748,,27,,668339.81,,7766718.27,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3179,3179,,TSM,PH6866,2028B1,29,,40422.18,,2233820.08,,1374.93,,201142.341,283647.741,,27,,668567.84,,7766301.12,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM318,318,Sewer,TSM,TR9029,1731C3,31,,-2970.13,,1969621.41,,1465.17,,174830.791,310140.852,,33,,290977.82,,8030066.25,,0,0,,0,,0,,0,0,0,0,,1975-10-01 00:00:00,,,,,1731,False,False,,,Harare,,
TSM3180,3180,,TSM,PH6866,2028B1,29,,40738.45,,2233984.79,,1392.81,,201147.673,283636.835,,27,,668249.63,,7766140.24,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,Brass plug in large rock,,Bulawayo,,
TSM3181,3181,,TSM,PH6665,2028B1,29,,41285.9,,2234258.74,,1386.47,,201156.54,283617.957,,27,,667698.96,,7765872.93,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3182,3182,,TSM,PH6665,2028B1,29,,41641.32,,2234420.45,,1388.44,,201201.771,283605.701,,27,,667341.64,,7765715.53,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,TSM3183,,Bulawayo,,
TSM3183,3183,,TSM,PH6665,2028B1,29,,42205.27,,2234703.44,,1409.55,,201210.929,283546.253,,27,,666774.36,,7765439.38,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3184,3184,,TSM,PH6665,2028B1,29,,42078.19,,2234942.84,,1402.96,,201218.724,283550.611,,27,,666898.54,,7765198.49,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3185,3185,,TSM,PH6665,2028B1,29,,42387.45,,2235081.07,,1417.62,,201223.195,283539.947,,27,,666587.66,,7765064,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3186,3186,,TSM,PH6666,2028B1,29,,41607.07,,2233672.37,,1389.51,,201137.446,283606.943,,27,,667384.9,,7766463.08,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3187,3187,,TSM,PH7067,2028B1,29,,38874.17,,2232839.02,,1379.2,,201110.551,283741.134,,27,,670127.46,,7767263.39,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3188,3188,,TSM,PH6866,2028B1,29,,39167.76,,2233236.56,,1400.53,,201123.458,283730.992,,27,,669829.12,,7766869.44,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,Brass plug in large rock,,Bulawayo,,
TSM3189,3189,,TSM,PH6866,2028B1,29,,39247.18,,2233498.61,,1384.67,,201131.974,283728.236,,27,,669746.55,,7766608.38,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM319,319,Pear,TSM,TR9229,1731C3,31,,-5527.2,,1969031.9,,,,174811.597,310307.674,,33,,293528.79,,8030683.11,,0,0,,0,,0,,0,0,0,0,,1975-10-01 00:00:00,,,,,1731,False,False,,,Harare,,
TSM3190,3190,,TSM,PH6866,2028B1,29,,39347.38,,2233297.17,,1381.23,,201125.416,283724.801,,27,,669648.79,,7766811,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3191,3191,,TSM,PH6866,2028B1,29,,39728.5,,2233482.76,,1388.81,,201131.423,283711.66,,27,,669265.49,,7766630.03,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3192,3192,,TSM,PH6665,2028B1,29,,41257.14,,2234313.36,,1388.23,,201158.318,283618.943,,27,,667727.06,,7765817.97,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3193,3193,,TSM,PH6665,2028B1,29,,41267.54,,2234813.44,,1405.98,,201214.58,283618.543,,27,,667710.62,,7765318.09,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3194,3194,,TSM,PH6664,2028B1,29,,41299.96,,2235190.95,,1407.57,,201226.854,283617.396,,27,,667673.66,,7764941.02,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3195,3195,,TSM,PH6664,2028B1,29,,41295.85,,2235529.6,,1414.59,,201237.867,283617.51,,27,,667673.69,,7764602.37,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3196,3196,,TSM,PH6664,2028B1,29,,41253.79,,2235720.56,,1413.17,,201244.08,283618.943,,27,,667713.43,,7764410.93,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3197,3197,,TSM,PH6664,2028B1,29,,41165.94,,2236064.05,,1419.42,,201255.257,283621.941,,27,,667797.13,,7764066.44,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3198,3198,,TSM,PH6663,2028B1,29,,41154.39,,2237107.93,,1448.18,,201329.205,283622.253,,27,,667796.09,,7763022.57,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3199,3199,,TSM,PH6863,2028B1,29,,40470.66,,2237072.11,,1448.38,,201328.093,283645.81,,27,,668480.14,,7763050.13,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM31A,31,,TSM,TR9227,1731C3,31,,-5561.93,,1972349.74,,1467.99,,174959.523,310308.884,,33,,293598.97,,8027365.41,,0,0,,0,,0,,0,0,0,0,,,,,,,1731,False,False,,,Harare,,
TSM32,32,,TSM,TR9227,1731C3,31,,-5450.27,,1972376.25,,1468.96,,175000.387,310305.092,,33,,293487.59,,8027337.7,,0,0,,0,,0,,0,0,0,0,,1975-10-01 00:00:00,,,,,1731,False,False,,,Harare,,
TSM320,320,Beam E.,TSM,TR9627,1731C3,31,,-8972.64,,1971885.93,,,,174944.395,310504.705,,33,,297004.92,,8027865.72,,0,0,,0,,0,,0,0,0,0,,1975-10-01 00:00:00,,,,,1731,False,False,Ground Mark @ mast,,Harare,,
TSM3200,3200,,TSM,PH7063,2028B1,29,,38146.13,,2237010.11,,1445.81,,201326.248,283805.892,,27,,670805.11,,7763084.07,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3201,3201,,TSM,PH7063,2028B1,29,,38065.73,,2236151.64,,1442.91,,201258.336,283808.726,,27,,670895.85,,7763941.46,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,Brass plug in rock under cairn,,Bulawayo,,
TSM3202,3202,,TSM,PH7064,2028B1,29,,38345.07,,2235219.82,,1435.9,,201228.013,283759.175,,27,,670627.79,,7764876.53,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3203,3203,,TSM,PH7064,2028B1,29,,38411.88,,2235115.92,,1435.53,,201224.63,283756.882,,27,,670562.24,,7764981.22,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,Brass plug in rock under cairn,,Bulawayo,,
TSM3204,3204,,TSM,PH7065,2028B1,29,,38682.97,,2234909.17,,1420.82,,201217.887,283747.56,,27,,670293.68,,7765191.21,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3205,3205,,TSM,PH7065,2028B1,29,,38555.98,,2234694.74,,1413.06,,201210.923,283751.951,,27,,670423.25,,7765404.08,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3206,3206,,TSM,PH7065,2028B1,29,,38644.63,,2234422.44,,1408.41,,201202.061,283748.918,,27,,670337.88,,7765677.41,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3207,3207,,TSM,PH7065,2028B1,29,,38400.93,,2234168.91,,1399.23,,201153.834,283757.331,,27,,670584.61,,7765927.98,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3208,3208,,TSM,PH7066,2028B1,29,,38442.4,,2233726.5,,1399.05,,201139.444,283755.937,,27,,670548.48,,7766370.82,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3209,3209,,TSM,PH7066,2028B1,29,,38191.97,,2233368.84,,1381.89,,201127.831,283804.589,,27,,670803.18,,7766725.42,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,12mm iron peg in concrete,,Bulawayo,,
TSM321,321,,TSM,TR9229,1731C3,31,,-5806.23,,1969550.74,,1500.02,,174828.472,310317.153,,33,,293813.38,,8030167.21,,0,0,,0,,0,,0,0,0,0,,1975-10-01 00:00:00,,,,,1731,False,False,,,Harare,,
TSM3210,3210,,TSM,PH7066,2028B1,29,,38545.41,,2233103.9,,1384.14,,201119.189,283752.436,,27,,670452.98,,7766994.59,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3211,3211,,TSM,PH7067,2028B1,29,,38502.54,,2232313.86,,1367.66,,201053.5,283753.973,,27,,670505.36,,7767784,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3212,3212,,TSM,PH7068,2028B1,29,,37982.38,,2231611.94,,1361.53,,201030.711,283811.94,,27,,671033.91,,7768479.56,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3213,3213,,TSM,PH7069,2028B1,29,,37596.34,,2231086.3,,1364.88,,201013.644,283825.274,,27,,671426.23,,7769000.49,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3214,3214,,TSM,PH7069,2028B1,29,,37339.28,,2230715.96,,1363.52,,201001.619,283834.154,,27,,671687.71,,7769367.69,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3215,3215,,TSM,PH7069,2028B1,29,,37425.86,,2230647.23,,1366.98,,200959.378,283831.177,,27,,671601.97,,7769437.46,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3216,3216,,TSM,PH7069,2028B1,29,,38039.69,,2230484.14,,1361.35,,200954.031,283810.052,,27,,670990.19,,7769607.91,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3217,3217,,TSM,PH7069,2028B1,29,,38500.28,,2230360,,1355.54,,200949.96,283754.2,,27,,670531.14,,7769737.58,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3218,3218,,TSM,PH7069,2028B1,29,,38994.74,,2230228.02,,1343.7,,200945.633,283737.183,,27,,670038.34,,7769875.49,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3219,3219,,TSM,PH6870,2028B1,29,,39818.8,,2230009.41,,1353.53,,200938.463,283708.824,,27,,669217.03,,7770103.99,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM322,322,,TSM,TR9429,1731C3,31,,-6323.45,,1969208.17,,1505.44,,174817.323,310334.712,,33,,294326.97,,8030515.33,,0,0,,0,,0,,0,0,0,0,,1975-10-01 00:00:00,,,,,1731,False,False,Destroyed,,Harare,,
TSM3220,3220,,TSM,PH6666,2028B1,29,,41774.55,,2233428.53,,1382.22,,201129.503,283601.195,,27,,667220.39,,7766708.91,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,,,Bulawayo,,
TSM3221,3221,,TSM,PH6272,2028B1,29,,45810.87,,2227206.23,,1350.06,,200806.824,283342.743,,27,,663259.58,,7772978.79,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,Destroyed Nov 1980 ;see 3273,,Bulawayo,,
TSM3222,3222,,TSM,PH6272,2028B1,29,,46264.38,,2227249.32,,1354.26,,200808.186,283327.125,,27,,662805.63,,7772941.16,,0,0,,0,,0,,0,0,0,0,,,,,,,2028,False,False,Destroyed Nov  1980 ; see3274,,Bulawayo,,
